FDID,Fire Dept Name,HQ Addr1,HQ Addr2,HQ City,County,HQ State,HQ Zip,Mail Addr1,Mail Addr2,Mail PO Box,Mail City,Mail State,Mail Zip,Website,Number Of Stations,Dept Type,Organization Type,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Station Name,Station PO Box,Station Addr1,Station Addr2,Station City,Station State,Station Zip
"37D16","Whatcom County Fire District #16","2036 Valley HWY 9","PO Box 37","Acme","WHATCOM                  ","WA","98220-0037","","","PO Box 37","Acme","WA","98220-0037","","3","Volunteer","Local (includes career, combination, and volunteer)","0","18","0","0","0","Whatcom County Fire District #16 Station 3","","319 Valley Highway 9","","Acme","WA","98220"
"37D02","Whatcom County Fire District #2","2050 Lake Whatcom BLVD","","Bellingham","WHATCOM                  ","WA","98229","2050 Lake Whatcom BLVD","","","Bellingham","WA","98229","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","0","42","2","4","Geneva","","4518 Cable ST","","Bellingham","WA","98229"
"05996","Wheat Ridge Fire Department","3880 Upham ST","PO Box 507","Wheat Ridge","JEFFERSON                ","CO","80033","3880 Upham ST","","PO Box 507","Wheat Ridge","CO","80034-0507","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","3","92","0","2","0","Wheat Ridge Fire Protection District Station #2","","10901 W 38th AVE","","Wheat Ridge","CO","80033"
"CN512","Wheeling Fire Department","Wheeling Fire Station # 24","499 S Milwaukee AVE","Wheeling","COOK                     ","IL","60090-5000","499 S Milwaukee AVE","","","Wheeling","IL","60090-5000","https://www.wheelingil.gov/Services/Fire/default.asp","3","Career","Local (includes career, combination, and volunteer)","50","0","0","5","0","Wheeling Fire Station # 42","","1 Community BLVD","","Wheeling","IL","60090-2726"
"CN512","Wheeling Fire Department","Wheeling Fire Station # 24","499 S Milwaukee AVE","Wheeling","COOK                     ","IL","60090-5000","499 S Milwaukee AVE","","","Wheeling","IL","60090-5000","https://www.wheelingil.gov/Services/Fire/default.asp","3","Career","Local (includes career, combination, and volunteer)","50","0","0","5","0","Wheeling Fire Station # 23","","780 S Wheeling RD","","Wheeling","IL","60090-5709"
"06351","Whispering Pines Fire Rescue Department","16 Hardee LN","","Whispering Pines","MOORE                    ","NC","28327","16 Hardee LN","","","Whispering Pines","NC","28327-9382","https://www.whisperingpinesnc.net/fire.html","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","2","0","37","0","0","Station 50","","1320 Rays Bridge RD","","Whispering Pines","NC","28327-9177"
"62112","White Bear Lake Fire Department","4701 HWY 61","","White Bear Lake","RAMSEY                   ","MN","55110","4701 HWY 61","","","White Bear Lake","MN","55110","https://www.whitebearlake.org","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","1","0","55","1","0","White Bear Lake Fire Department #2","","2240 E County RD E","","White Bear Lake","MN","55110"
"66602","White Bluff - Rye Hill Volunteer Fire Department","5325 Spring Mountain RD","","Fort Smith","SEBASTIAN                ","AR","72916","5325 Spring Mountain RD","","","Fort Smith","AR","72916-8177","","2","Volunteer","Local (includes career, combination, and volunteer)","0","20","0","0","7","White Bluff - Rye Hill Volunteer Fire Department Station A","","12407 White Bluff RD","","Fort Smith","AR","72916"
"00409","White City Volunteer Fire Department","1151 County Road 49","","Marbury","AUTAUGA                  ","AL","36051-2815","1151 County Road 49","","","Marbury","AL","36051-2815","","2","Volunteer","Local (includes career, combination, and volunteer)","0","15","0","0","3","White City Station 2","","2265 County Road 57","","Prattville","AL","36067"
"06810","White Cross Volunteer Fire Department Inc","5722 Old Greensboro RD","","Chapel Hill","ORANGE                   ","NC","27516-5025","5722 Old Greensboro RD","","","Chapel Hill","NC","27516-5025","https://wwwwhitecrossfire.com/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","4","27","0","0","8","White Cross Volunteer Fire Department Station 2","","2521 Neville RD","","Chapel Hill","NC","27516"
"35010","White Hall Fire Department","208 Anderson AVE","","White Hall","JEFFERSON                ","AR","71602-2702","208 Anderson AVE","","","White Hall","AR","71602-2702","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","3","0","24","0","0","Station 2","","5 Hospitality DR","","White Hall","AR","71602"
"74191","White House Community Volunteer Fire Department, Inc.","1916 Highway 31 W","PO Box 466","White House","ROBERTSON                ","TN","37188","","","PO Box 466","White House","TN","37188-0466","https://www.fire-ems.net/firedept/view/WhiteHouseTN/","2","Volunteer","Local (includes career, combination, and volunteer)","0","45","0","0","2","White House Community Volunteer Fire Department #52","","4817 Betts RD","","Greenbrier","TN","37073"
"06118","White Lake Fire Authority","115 S Baldwin ST","","Whitehall","MUSKEGON                 ","MI","49461","115 S Baldwin ST","","","Whitehall","MI","49461-1067","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","5","0","16","0","0","White Lake Fire Authority #2","","4206 Duck Lake RD","","Whitehall","MI","49461"
"06345","White Lake Township Fire Department","7420 Highland RD","","White Lake","OAKLAND                  ","MI","48383","7420 Highland RD","","","White Lake","MI","48383-2856","https://www.wltfd.com/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","17","0","23","1","0","Station #3","","4870 Ormond RD","","White Lake","MI","48383"
"06345","White Lake Township Fire Department","7420 Highland RD","","White Lake","OAKLAND                  ","MI","48383","7420 Highland RD","","","White Lake","MI","48383-2856","https://www.wltfd.com/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","17","0","23","1","0","Station #2","","860 Round Lake RD","","White Lake","MI","48386"
"60060","White Plains Fire Department","77 S Lexington AVE","","White Plains","WESTCHESTER              ","NY","10601-2516","77 S Lexington AVE","","","White Plains","NY","10601-2516","https://www.cityofwhiteplains.com","6","Career","Local (includes career, combination, and volunteer)","170","0","0","0","0","White Plains Fire Department Station 4","","234 S Lexington AVE","","White Plains","NY","10606"
"60060","White Plains Fire Department","77 S Lexington AVE","","White Plains","WESTCHESTER              ","NY","10601-2516","77 S Lexington AVE","","","White Plains","NY","10601-2516","https://www.cityofwhiteplains.com","6","Career","Local (includes career, combination, and volunteer)","170","0","0","0","0","White Plains Fire Department Station 1","","93 Prescott AVE","","White Plains","NY","10605"
"60060","White Plains Fire Department","77 S Lexington AVE","","White Plains","WESTCHESTER              ","NY","10601-2516","77 S Lexington AVE","","","White Plains","NY","10601-2516","https://www.cityofwhiteplains.com","6","Career","Local (includes career, combination, and volunteer)","170","0","0","0","0","White Plains Fire Department Station 7","","663 North ST","","White Plains","NY","10605"
"60060","White Plains Fire Department","77 S Lexington AVE","","White Plains","WESTCHESTER              ","NY","10601-2516","77 S Lexington AVE","","","White Plains","NY","10601-2516","https://www.cityofwhiteplains.com","6","Career","Local (includes career, combination, and volunteer)","170","0","0","0","0","White Plains Fire Department Station 2","","20 Ferris AVE","","White Plains","NY","10601"
"60060","White Plains Fire Department","77 S Lexington AVE","","White Plains","WESTCHESTER              ","NY","10601-2516","77 S Lexington AVE","","","White Plains","NY","10601-2516","https://www.cityofwhiteplains.com","6","Career","Local (includes career, combination, and volunteer)","170","0","0","0","0","White Plains Fire Department Station 6","","219 Mamaroneck AVE","","White Plains","NY","10605"
"60060","White Plains Fire Department","77 S Lexington AVE","","White Plains","WESTCHESTER              ","NY","10601-2516","77 S Lexington AVE","","","White Plains","NY","10601-2516","https://www.cityofwhiteplains.com","6","Career","Local (includes career, combination, and volunteer)","170","0","0","0","0","White Plains Fire Department Station 3","","2 Terrace AVE","","White Plains","NY","10603"
"01110","White Plains Volunteer Fire Department, Inc.","12900 Al HWY 9","","Piedmont","CALHOUN                  ","AL","36272","12900 Al HWY 9","","","Piedmont","AL","36272","","2","Volunteer","Local (includes career, combination, and volunteer)","0","14","0","0","5","White Plains Volunteer Fire Department Station 1","","68 White Plains RD","","Anniston","AL","36207"
"58024","Whitehall Volunteer Fire Company Inc.","161 Main St","PO Box 188","Whitehall","WASHINGTON               ","NY","12887-0188","161 Main St","","PO Box 188","Whitehall","NY","12887-0188","https://www.whitehallfire.org","2","Volunteer","Local (includes career, combination, and volunteer)","0","65","0","1","15","Skenesborough Station #2","","57 Skenesborough Drive","","Whitehall","NY","12887"
"01607","Whitewater Fire Protection District","8655 State HWY A","","Whitewater","CAPE GIRARDEAU           ","MO","63785","","","PO Box 296","Whitewater","MO","63785","https://www.wwfd.org","2","Volunteer","Local (includes career, combination, and volunteer)","0","18","0","1","0","Whitewater Fire Station 2","","County RD 380","","Whitewater","MO","63785"
"13753","Whitingham Volunteer Fire Department","RTE 100","","Jacksonville","WINDHAM                  ","VT","05342","","","PO Box 368","Jacksonville","VT","05342","","2","Volunteer","Local (includes career, combination, and volunteer)","0","30","0","0","5","Whitingham Volunteer Fire Department","","Maple DR","","Whitingham","VT","05361"
"38D12","Whitman County Fire District #12","912 W Main ST","","Pullman","WHITMAN                  ","WA","99163-2906","912 W Main ST","","","Pullman","WA","99163-2906","","3","Volunteer","Local (includes career, combination, and volunteer)","0","51","0","1","0","Johnson Fire Station","","71 Becker RD","","Colton","WA","99113"
"38D12","Whitman County Fire District #12","912 W Main ST","","Pullman","WHITMAN                  ","WA","99163-2906","912 W Main ST","","","Pullman","WA","99163-2906","","3","Volunteer","Local (includes career, combination, and volunteer)","0","51","0","1","0","Whelan Fire Station","","252 Whelan RD","","Pullman","WA","99163"
"XR707","Wichita Falls Fire Department","1005 Bluff ST","","Wichita Falls","WICHITA                  ","TX","76301-3228","1005 Bluff ST","","","Wichita Falls","TX","76301-3228","https://www.wichitafallstx.gov/","8","Career","Local (includes career, combination, and volunteer)","160","0","0","1","0","Wichita Falls Fire Department Station #4","","5512 Castle RD","","Wichita Falls","TX","76306"
"XR707","Wichita Falls Fire Department","1005 Bluff ST","","Wichita Falls","WICHITA                  ","TX","76301-3228","1005 Bluff ST","","","Wichita Falls","TX","76301-3228","https://www.wichitafallstx.gov/","8","Career","Local (includes career, combination, and volunteer)","160","0","0","1","0","Wichita Falls Fire Department Station #3","","3800 Brewster ST","","Wichita Falls","TX","76302"
"XR707","Wichita Falls Fire Department","1005 Bluff ST","","Wichita Falls","WICHITA                  ","TX","76301-3228","1005 Bluff ST","","","Wichita Falls","TX","76301-3228","https://www.wichitafallstx.gov/","8","Career","Local (includes career, combination, and volunteer)","160","0","0","1","0","Wichita Falls Fire Department Station #2","","425 Bonner","","Wichita Falls","TX","76301"
"XR707","Wichita Falls Fire Department","1005 Bluff ST","","Wichita Falls","WICHITA                  ","TX","76301-3228","1005 Bluff ST","","","Wichita Falls","TX","76301-3228","https://www.wichitafallstx.gov/","8","Career","Local (includes career, combination, and volunteer)","160","0","0","1","0","Wichita Falls Fire Department Station #1","","1001 Bluff ST","","Wichita Falls","TX","76301"
"XR707","Wichita Falls Fire Department","1005 Bluff ST","","Wichita Falls","WICHITA                  ","TX","76301-3228","1005 Bluff ST","","","Wichita Falls","TX","76301-3228","https://www.wichitafallstx.gov/","8","Career","Local (includes career, combination, and volunteer)","160","0","0","1","0","Wichita Falls Fire Department Station #8","","4415 Miller RD","","Wichita Falls","TX","76308"
"XR707","Wichita Falls Fire Department","1005 Bluff ST","","Wichita Falls","WICHITA                  ","TX","76301-3228","1005 Bluff ST","","","Wichita Falls","TX","76301-3228","https://www.wichitafallstx.gov/","8","Career","Local (includes career, combination, and volunteer)","160","0","0","1","0","Wichita Falls Fire Department Station #7","","2800 City View DR","","Wichita Falls","TX","76305"
"XR707","Wichita Falls Fire Department","1005 Bluff ST","","Wichita Falls","WICHITA                  ","TX","76301-3228","1005 Bluff ST","","","Wichita Falls","TX","76301-3228","https://www.wichitafallstx.gov/","8","Career","Local (includes career, combination, and volunteer)","160","0","0","1","0","Wichita Falls Fire Department Station #6","","4912 Johnson RD","","Wichita Falls","TX","76310"
